Product,Start Date,Actual HC
"Bilingual, Spanish/English Sales Callers",2025-10-20,1
Bookkeeper Full Time Mid,2025-10-20,1
CSR Full Time,2025-10-20,1
Executive Assistant Part Time,2025-10-20,1
General Virtual Assistant Full Time Mid,2025-10-20,1
General Virtual Assistant Part Time,2025-10-20,1
Real Estate Full Time Mid,2025-10-20,1
SDR Full Time Expert,2025-10-20,1
SDR Full Time Mid,2025-10-20,2
SDR Part Time,2025-10-20,2
Social Media Full Time Expert,2025-10-20,1
General Virtual Assistant Part Time,2025-10-19,1
General Virtual Assistant Part Time,2025-10-18,1
"Bilingual, Spanish/English Sales Callers",2025-10-17,1
CSR Full Time,2025-10-17,1
GVA - FT,2025-10-17,1
GVA - PT,2025-10-17,2
General Virtual Assistant Full Time,2025-10-17,1
General Virtual Assistant Part Time,2025-10-17,3
Healthcare VA Full Time,2025-10-17,1
Micro Plan Bookkeeper Mid 2hr/day,2025-10-17,1
Personal Assistant Part Time,2025-10-17,1
Bookkeeper PT Mid,2025-10-16,1
EA Bilingual PT,2025-10-16,1
General Virtual Assistant Part Time Mid,2025-10-16,1
Micro Plan EA Expert 2hr/day,2025-10-16,1
Bilingual Sales FT,2025-10-15,1
Executive Assistant FT,2025-10-15,1
Executive Assistant Full Time Expert,2025-10-15,2
Healthcare VA Part Time Mid,2025-10-15,1
Lead Gen Full Time Mid,2025-10-15,1
Medical Scribe Full Time,2025-10-15,1
SDR Part Time,2025-10-15,1
SDR Part Time Mid,2025-10-15,1
Web Developer,2025-10-15,1
E-Commerce Assistant Full Time,2025-10-14,1
General Virtual Assistant Full Time Mid,2025-10-14,1
General Virtual Assistant Part Time,2025-10-14,1
Lead Gen Part Time,2025-10-14,1
SDR Part Time Expert,2025-10-14,1
SDR Part Time Mid,2025-10-14,1
Social Media Full Time,2025-10-14,1
Bilingual Sales PT Expert,2025-10-13,1
Dedicated SDR FT Mid,2025-10-13,1
E-Commerce Assistant Full Time Expert,2025-10-13,1
Executive Assistant Full Time,2025-10-13,1
GVA - FT,2025-10-13,1
GVA - PT,2025-10-13,1
GVA Full Time - 999,2025-10-13,1
General Virtual Assistant Full Time,2025-10-13,1
General Virtual Assistant Full Time Mid,2025-10-13,2
General Virtual Assistant Part Time,2025-10-13,2
General Virtual Assistant Part Time Mid,2025-10-13,1
Personal Assistant Part Time,2025-10-13,1
SDR Full Time Expert,2025-10-13,1
Social Media PT,2025-10-13,1
General Virtual Assistant Part Time,2025-10-12,1
Executive Assistant Full Time,2025-10-11,1
General Virtual Assistant Part Time,2025-10-11,1
Bilingual GVA - FT,2025-10-10,1
CSR Full Time Expert,2025-10-10,1
CSR Full Time Mid,2025-10-10,1
Digital Marketing Assistant FT Expert,2025-10-10,1
E-Commerce Assistant Full Time,2025-10-10,1
Social Media FT,2025-10-10,1
Social Media Full Time Mid,2025-10-10,1
CSR Full Time Mid,2025-10-09,1
Digital Marketing Assistant FT Expert,2025-10-09,1
Executive Assistant Full Time Expert,2025-10-09,1
General Virtual Assistant Part Time,2025-10-09,1
Social Media Part Time,2025-10-09,1
US-Based SDR Assistant Full Time Mid,2025-10-09,1
Bilingual Sales FT,2025-10-08,1
Dedicated SDR Part Time,2025-10-08,1
Executive Assistant Part Time,2025-10-08,1
General Virtual Assistant Full Time,2025-10-08,2
SDR Part Time,2025-10-08,1
SDR Part Time Mid,2025-10-08,1
Dedicated SDR Full Time,2025-10-07,1
Digital Marketing Assistant FT Mid,2025-10-07,1
General Virtual Assistant Part Time,2025-10-07,1
Partner Executive Assistant,2025-10-07,1
SDR Part Time,2025-10-07,1
Social Media Part Time Mid,2025-10-07,3
Digital Marketing PT,2025-10-06,2
Executive Assistant Full Time Expert,2025-10-06,1
GVA - PT,2025-10-06,1
General Virtual Assistant Full Time Expert,2025-10-06,1
Graphic Designer Part Time Mid,2025-10-06,1
Healthcare VA Full Time Expert,2025-10-06,1
Personal Assistant Part Time Expert,2025-10-06,1
Real Estate Full Time Expert,2025-10-06,1
SDR Full Time Expert,2025-10-06,3
SDR Part Time Expert,2025-10-06,1
Social Media Full Time,2025-10-06,1
US-Based SDR Assistant 10 HRS Mid,2025-10-06,1
SDR Part Time Mid,2025-10-05,1
SDR Part Time Mid,2025-10-04,1
Airbnb Assistant FT,2025-10-03,1
Bookkeeper PT Mid,2025-10-03,1
CSR Bilingual Part Time,2025-10-03,1
Dedicated SDR FT Mid,2025-10-03,1
Dedicated SDR Full Time,2025-10-03,1
Dedicated SDR Part Time,2025-10-03,1
EA Bilingual FT,2025-10-03,1
Executive Assistant Full Time,2025-10-03,1
GVA - PT,2025-10-03,1
GVA Bilingual FT Expert,2025-10-03,1
Healthcare VA Full Time Mid,2025-10-03,1
SDR Part Time Mid,2025-10-03,1
Social Media Part Time,2025-10-03,1
CSR Part Time,2025-10-02,1
General Virtual Assistant Full Time,2025-10-02,1
General Virtual Assistant Part Time,2025-10-02,2
Lead Gen Part Time Mid,2025-10-02,1
Bookkeeper Full Time Mid,2025-10-01,1
CSR Full Time,2025-10-01,2
CSR Full Time Expert,2025-10-01,1
Dedicated SDR Part Time,2025-10-01,1
Digital Marketing Assistant FT Mid,2025-10-01,1
Executive Assistant Full Time Mid,2025-10-01,1
Executive Assistant Part Time,2025-10-01,1
General Virtual Assistant Part Time,2025-10-01,1
Graphic Designer Full Time Expert,2025-10-01,2
Bilingual Sales FT Mid,2025-09-30,1
Bookkeeper FT,2025-09-30,1
CSR Part Time Mid,2025-09-30,1
Digital Marketing Assistant FT Expert,2025-09-30,1
Digital Marketing Assistant PT Mid,2025-09-30,1
Executive Assistant Full Time,2025-09-30,1
General Virtual Assistant Full Time,2025-09-30,1
General Virtual Assistant Full Time Mid,2025-09-30,1
General Virtual Assistant Part Time,2025-09-30,1
Healthcare Dedicated Receptionist - 8 hours,2025-09-30,1
Lead Generation Assistant (Full Time),2025-09-30,1
SDR Full Time,2025-09-30,1
SDR Full Time Expert,2025-09-30,1
Bookkeeper Full Time Expert,2025-09-29,1
Bookkeeper PT Mid,2025-09-29,1
CSR Full Time,2025-09-29,2
CSR Part Time,2025-09-29,1
Dedicated SDR Full Time,2025-09-29,3
Executive Assistant Full Time,2025-09-29,1
Executive Assistant Part Time,2025-09-29,1
General Virtual Assistant Full Time,2025-09-29,2
General Virtual Assistant Full Time Mid,2025-09-29,1
General Virtual Assistant Part Time Mid,2025-09-29,2
Lead Generation Assistant (Part Time),2025-09-29,1
Recruitment PT,2025-09-29,1
SDR FT Expert,2025-09-29,1
SDR Full Time Mid,2025-09-29,1
Social Media FT,2025-09-29,1
Social Media Part Time,2025-09-29,1
SDR Full Time Expert,2025-09-28,1
Executive Assistant Part Time Expert,2025-09-27,1
SDR Full Time Expert,2025-09-27,1
CSR Full Time Mid,2025-09-26,2
E-Commerce Assistant Full Time Expert,2025-09-26,1
GVA - PT,2025-09-26,1
General Virtual Assistant Full Time,2025-09-26,2
Healthcare Dedicated Receptionist - 8 hours,2025-09-26,1
Micro Plan GVA Mid 2hr/day,2025-09-26,1
SDR Full Time,2025-09-26,1
SDR Part Time Mid,2025-09-26,1
US-Based SDR Assistant PT,2025-09-26,1
Bookkeeper PT Expert,2025-09-25,1
CSR Bilingual Full Time Mid,2025-09-25,1
Customer Service FT,2025-09-25,2
Executive Assistant Full Time Mid,2025-09-25,1
General Virtual Assistant Full Time Mid,2025-09-25,2
Micro Plan SocMed,2025-09-25,1
Social Media PT,2025-09-25,1
Bilingual Sales PT Expert,2025-09-24,1
Bookkeeper Full Time Mid,2025-09-24,1
CSR Bilingual Part Time Mid,2025-09-24,1
Dedicated Receptionist 8H,2025-09-24,1
Dedicated SDR Full Time,2025-09-24,1
Executive Assistant FT,2025-09-24,1
Executive Assistant Full Time,2025-09-24,1
Executive Assistant Part Time Mid,2025-09-24,1
General Virtual Assistant Full Time,2025-09-24,1
General Virtual Assistant Part Time,2025-09-24,2
Healthcare VA Full Time,2025-09-24,1
Real Estate Full Time Expert,2025-09-24,1
SDR Full Time,2025-09-24,1
US-Based General Virtual Assistant 10 HRS,2025-09-24,1
Web Developer,2025-09-24,1
Bilingual GVA - PT,2025-09-23,1
Bookkeeper Full Time Mid,2025-09-23,1
Executive Assistant FT,2025-09-23,1
Executive Assistant Full Time,2025-09-23,1
Executive Assistant Full Time Mid,2025-09-23,1
General Virtual Assistant Full Time,2025-09-23,2
General Virtual Assistant Part Time Mid,2025-09-23,1
Graphic Designer Full Time,2025-09-23,1
Micro Plan EA Mid 2hr/day,2025-09-23,1
Real Estate Full Time,2025-09-23,1
SDR Full Time,2025-09-23,1
SDR Full Time Expert,2025-09-23,2
SDR Part Time Mid,2025-09-23,1
Social Media Full Time,2025-09-23,1
US-Based Executive Assistant 10 HRS Expert,2025-09-23,1
Bookkeeper PT,2025-09-22,2
Bookkeeper PT Mid,2025-09-22,1
CSR Bilingual Full Time,2025-09-22,1
CSR Full Time Mid,2025-09-22,1
Dedicated SDR Part Time,2025-09-22,1
Digital Marketing Assistant FT Expert,2025-09-22,1
Digital Marketing Assistant FT Mid,2025-09-22,1
Executive Assistant Full Time,2025-09-22,1
Executive Assistant Part Time,2025-09-22,1
GVA - FT,2025-09-22,1
GVA - PT,2025-09-22,1
General Virtual Assistant Full Time Mid,2025-09-22,2
General Virtual Assistant Part Time,2025-09-22,3
Healthcare Dedicated Receptionist - 8 hours,2025-09-22,1
Lawyer Assistant PT,2025-09-22,1
Personal Assistant Full Time Expert,2025-09-22,1
Real Estate Full Time Mid,2025-09-22,1
SDR Full Time,2025-09-22,2
SDR Part Time Mid,2025-09-22,1
Social Media Part Time Mid,2025-09-22,1
Dedicated SDR Part Time,2025-09-21,1
Dedicated SDR Part Time,2025-09-20,1
Dedicated SDR Full Time,2025-09-19,1
EA Bilingual PT Mid,2025-09-19,1
Executive Assistant Full Time Mid,2025-09-19,1
GVA - FT,2025-09-19,1
General Virtual Assistant Full Time,2025-09-19,1
General Virtual Assistant Full Time Mid,2025-09-19,1
General Virtual Assistant Part Time,2025-09-19,1
General Virtual Assistant Part Time Mid,2025-09-19,1
Graphic Designer Full Time,2025-09-19,1
Outbound Sales Agent Full Time,2025-09-19,2
Bookkeeper FT,2025-09-18,1
Bookkeeper PT Mid,2025-09-18,1
Bilingual Sales PT Expert,2025-09-17,1
CSR Full Time,2025-09-17,1
Executive Assistant Full Time Expert,2025-09-17,1
GVA - FT,2025-09-17,1
GVA - PT,2025-09-17,1
Micro Plan eCommerce Expert 2hr/day,2025-09-17,1
SDR Part Time Mid,2025-09-17,1
US-Based Executive Assistant Full Time Expert,2025-09-17,1
Bookkeeper PT,2025-09-16,1
Dedicated SDR Part Time,2025-09-16,1
Digital Marketing FT,2025-09-16,1
Executive Assistant Full Time,2025-09-16,1
General Virtual Assistant Full Time Mid,2025-09-16,1
Junior Full Stack Developer Expert FT,2025-09-16,1
Lawyer Assistant PT,2025-09-16,1
Micro Plan DMA Mid 2hr/day,2025-09-16,1
Micro Plan SocMed,2025-09-16,1
US Executive Assistant PT,2025-09-16,1
CSR Full Time,2025-09-15,2
Dedicated SDR Full Time,2025-09-15,1
Digital Marketing Assistant FT Mid,2025-09-15,1
Executive Assistant PT,2025-09-15,1
General Virtual Assistant Full Time,2025-09-15,1
General Virtual Assistant Part Time,2025-09-15,2
Human Resource Assistant FT,2025-09-15,1
SDR Full Time Expert,2025-09-15,1
SDR Part Time,2025-09-15,1
SDR Part Time Mid,2025-09-15,1
CRM Data Entry Assistant Full Time Mid,2025-09-14,1
CRM Data Entry Assistant Full Time Mid,2025-09-13,1
Bookkeeper Full Time Mid,2025-09-12,1
CRM Data Entry Assistant Full Time Mid,2025-09-12,1
Micro Plan GVA,2025-09-12,1
SDR Part Time,2025-09-12,1
Bookkeeper FT,2025-09-11,1
Bookkeeper PT,2025-09-11,1
Dedicated SDR Full Time,2025-09-11,1
Executive Assistant Full Time,2025-09-11,1
Executive Assistant Full Time Mid,2025-09-11,1
Executive Assistant Part Time,2025-09-11,1
GVA - FT,2025-09-11,1
General Virtual Assistant Full Time,2025-09-11,1
Web Developer,2025-09-11,1
Bookkeeper Full Time Mid,2025-09-10,1
Executive Assistant Full Time Expert,2025-09-10,1
Executive Assistant Full Time Mid,2025-09-10,1
GVA Bilingual FT Mid,2025-09-10,1
General Virtual Assistant Full Time,2025-09-10,1
General Virtual Assistant Full Time Mid,2025-09-10,1
Graphic Designer Part Time Mid,2025-09-10,1
Micro Plan SocMed,2025-09-10,1
SDR Part Time Mid,2025-09-10,1
CSR Full Time,2025-09-09,1
Dedicated SDR Full Time,2025-09-09,1
Digital Marketing Assistant PT Mid,2025-09-09,1
Executive Assistant Full Time,2025-09-09,1
Executive Assistant Full Time Expert,2025-09-09,1
Executive Assistant PT,2025-09-09,1
General Virtual Assistant Part Time,2025-09-09,1
Human Resource Assistant FT,2025-09-09,1
Micro Plan GVA,2025-09-09,1
Personal Assistant Part Time,2025-09-09,1
SDR Part Time Mid,2025-09-09,2
Bookkeeper PT,2025-09-08,1
CSR Full Time Expert,2025-09-08,1
Dedicated SDR Full Time,2025-09-08,1
Executive Assistant PT,2025-09-08,1
Executive Assistant Part Time Expert,2025-09-08,1
GVA - PT,2025-09-08,1
General Virtual Assistant Full Time,2025-09-08,1
General Virtual Assistant Full Time Mid,2025-09-08,1
General Virtual Assistant Part Time,2025-09-08,3
General Virtual Assistant Part Time Mid,2025-09-08,1
Lead Generation Assistant (Full Time),2025-09-08,1
Lead Generation Assistant (Part Time),2025-09-08,1
Micro Plan SDR,2025-09-08,1
SDR Full Time,2025-09-08,1
SDR Full Time Expert,2025-09-08,1
SDR Part Time,2025-09-08,1
SDR Part Time Mid,2025-09-08,1
US-Based Executive Assistant 10 HRS Mid,2025-09-08,1
GVA 40 Hours,2025-09-07,1
GVA 40 Hours,2025-09-06,1
Content Writer Part Time,2025-09-05,1
Digital Marketing Assistant PT Mid,2025-09-05,1
Ecommerce Assistant PT,2025-09-05,1
General Virtual Assistant Full Time Expert,2025-09-05,1
General Virtual Assistant Full Time Mid,2025-09-05,1
Lead Gen Full Time,2025-09-05,1
Micro Plan DMA Expert 2hr/day,2025-09-05,1
Personal Assistant Full Time Expert,2025-09-05,1
Real Estate Full Time Mid,2025-09-05,1
SDR FT Expert,2025-09-05,1
SDR Part Time,2025-09-05,1
Social Media PT,2025-09-05,1
Bookkeeper Full Time Expert,2025-09-04,1
Dedicated SDR Part Time,2025-09-04,1
Digital Marketing Assistant PT Mid,2025-09-04,1
Junior Front-End Developer Expert PT,2025-09-04,1
Micro Plan EA,2025-09-04,1
Personal Assistant Full Time,2025-09-04,1
Real Estate Full Time Mid,2025-09-04,1
Social Media Part Time Expert,2025-09-04,1
Digital Marketing Assistant PT Mid,2025-09-03,1
Executive Assistant FT,2025-09-03,1
Executive Assistant Full Time Mid,2025-09-03,1
General Virtual Assistant Full Time Mid,2025-09-03,1
Social Media Part Time,2025-09-03,1
Digital Marketing Assistant FT Mid,2025-09-02,2
Digital Marketing Assistant PT Expert,2025-09-02,1
GVA Bilingual FT Mid,2025-09-02,1
General Virtual Assistant Full Time,2025-09-02,1
General Virtual Assistant Full Time Mid,2025-09-02,1
General Virtual Assistant Part Time,2025-09-02,1
SDR Part Time Mid,2025-09-02,1
Bilingual Sales PT Expert,2025-09-01,1
Dedicated SDR FT Mid,2025-09-01,1
Dedicated SDR Full Time,2025-09-01,1
Executive Assistant Full Time,2025-09-01,2
Executive Assistant Full Time Mid,2025-09-01,1
Executive Assistant Part Time Mid,2025-09-01,1
General Virtual Assistant Full Time Mid,2025-09-01,1
General Virtual Assistant Part Time,2025-09-01,1
General Virtual Assistant Part Time Mid,2025-09-01,1
Lead Gen Part Time,2025-09-01,1
Medical Scribe Part Time,2025-09-01,1
SDR Full Time,2025-09-01,1
Social Media Part Time,2025-09-01,1
US-Based Social Media Assistant PT Mid,2025-09-01,1
CRM Data Entry Assistant Full Time,2025-08-31,1
CRM Data Entry Assistant Full Time,2025-08-30,1
Dedicated SDR Part Time,2025-08-29,1
EA Bilingual PT Mid,2025-08-29,1
General Virtual Assistant Full Time,2025-08-29,1
General Virtual Assistant Part Time,2025-08-29,1
Graphic Designer Part Time,2025-08-29,1
Healthcare VA Full Time,2025-08-29,1
Lead Generation Assistant (Part Time),2025-08-29,2
Micro Plan GVA,2025-08-29,1
Digital Marketing Assistant PT,2025-08-28,1
EA Bilingual FT,2025-08-28,1
GVA Bilingual PT Mid,2025-08-28,1
General Virtual Assistant Full Time,2025-08-28,1
SDR Part Time Mid,2025-08-28,1
US Executive Assistant PT,2025-08-28,1
CSR Part Time Expert,2025-08-27,1
Dedicated SDR Full Time,2025-08-27,1
Executive Assistant Part Time,2025-08-27,2
General Virtual Assistant Full Time,2025-08-27,1
General Virtual Assistant Part Time,2025-08-27,3
Junior Full Stack Developer Expert PT,2025-08-27,1
Lead Gen Full Time,2025-08-27,1
Lead Generation Assistant (Full Time),2025-08-27,1
Micro Plan DMA,2025-08-27,1
SDR Full Time,2025-08-27,1
Social Media Part Time Mid,2025-08-27,1
CSR Full Time,2025-08-26,2
Dedicated SDR FT Mid,2025-08-26,1
Executive Assistant Part Time Mid,2025-08-26,2
General Virtual Assistant Full Time,2025-08-26,1
General Virtual Assistant Part Time,2025-08-26,1
CSR Full Time,2025-08-25,2
Executive Assistant Full Time Expert,2025-08-25,1
GVA - PT,2025-08-25,1
General Virtual Assistant Full Time,2025-08-25,2
General Virtual Assistant Part Time,2025-08-25,1
Human Resource Assistant FT,2025-08-25,1
Lawyer Assistant FT,2025-08-25,1
Lead Generation Assistant (Part Time),2025-08-25,2
SDR Part Time,2025-08-25,2
SDR Part Time Mid,2025-08-25,1
Social Media FT,2025-08-25,1
Social Media Part Time Expert,2025-08-25,1
Healthcare VA Part Time,2025-08-24,1
General Virtual Assistant Part Time,2025-08-23,1
Bookkeeper Full Time Mid,2025-08-22,1
CSR Full Time,2025-08-22,1
Dedicated SDR Full Time,2025-08-22,1
E-Commerce Assistant Part Time Mid Bilingual,2025-08-22,1
Executive Assistant Full Time,2025-08-22,1
GVA 20 Hours,2025-08-22,1
General Virtual Assistant Full Time,2025-08-22,2
General Virtual Assistant Part Time,2025-08-22,2
Healthcare VA Full Time Mid,2025-08-22,1
SDR Part Time Mid,2025-08-22,1
Social Media Full Time,2025-08-22,1
Bilingual Sales FT Expert,2025-08-21,1
CRM Data Entry Assistant Full Time,2025-08-21,1
Digital Marketing Assistant PT Expert,2025-08-21,1
Executive Assistant Full Time Mid,2025-08-21,1
General Virtual Assistant Part Time,2025-08-21,1
IT Helpdesk Full Time Support,2025-08-21,1
Lawyer Assistant FT,2025-08-21,1
Medical Scribe Full Time,2025-08-21,1
Bookkeeper Full Time Expert,2025-08-20,1
Bookkeeper PT Expert,2025-08-20,1
Dedicated SDR Part Time,2025-08-20,1
Digital Marketing Assistant FT Mid,2025-08-20,1
Ecommerce Assistant PT,2025-08-20,1
General Virtual Assistant Full Time,2025-08-20,1
General Virtual Assistant Full Time Mid,2025-08-20,1
Lawyer Assistant FT Mid,2025-08-20,1
Lead Generation Assistant (Part Time),2025-08-20,1
SDR Part Time Mid,2025-08-20,2
CSR Full Time,2025-08-19,2
Digital Marketing PT,2025-08-19,1
EA Bilingual FT Mid,2025-08-19,1
Executive Assistant Full Time,2025-08-19,1
General Virtual Assistant Full Time,2025-08-19,1
General Virtual Assistant Full Time Mid,2025-08-19,1
SDR Part Time,2025-08-19,1
Zapier & Integration 2HR,2025-08-19,1
CSR Full Time,2025-08-18,1
Content Writer Part Time,2025-08-18,1
Dedicated SDR Full Time,2025-08-18,1
Digital Marketing Assistant PT Mid,2025-08-18,1
E-Commerce Assistant Full Time Expert,2025-08-18,1
Executive Assistant Full Time,2025-08-18,1
GVA - FT,2025-08-18,1
General Virtual Assistant Full Time Mid,2025-08-18,3
Healthcare VA Part Time,2025-08-18,1
Junior Front-End Developer Mid FT,2025-08-18,1
Micro Plan DMA,2025-08-18,1
Micro Plan GVA,2025-08-18,1
SDR Full Time,2025-08-18,4
SDR Part Time,2025-08-18,1
US-Based CSR Assistant Full Time Mid,2025-08-18,1
Bookkeeper PT Mid,2025-08-17,1
Bookkeeper PT Mid,2025-08-16,1
Bookkeeper PT Mid,2025-08-15,1
CSR Bilingual Part Time Mid,2025-08-15,1
CSR Full Time,2025-08-15,1
Dedicated SDR FT Mid,2025-08-15,1
Dedicated SDR Full Time,2025-08-15,1
Executive Assistant Part Time,2025-08-15,3
General Virtual Assistant Full Time,2025-08-15,2
Graphic Designer Full Time Expert,2025-08-15,1
Micro Plan Bookkeeper Mid 2hr/day,2025-08-15,1
Real Estate PT,2025-08-15,1
SDR Part Time Mid,2025-08-15,1
US-Based SDR Assistant 10 HRS Expert,2025-08-15,1
Bookkeeper PT,2025-08-14,1
Digital Marketing Assistant PT Expert,2025-08-14,1
General Virtual Assistant Full Time,2025-08-14,4
General Virtual Assistant Part Time,2025-08-14,2
General Virtual Assistant Part Time Mid,2025-08-14,1
SDR Full Time Mid,2025-08-14,1
SDR Part Time,2025-08-14,1
Social Media Part Time,2025-08-14,1
CSR Bilingual Part Time Mid,2025-08-13,1
CSR Full Time,2025-08-13,2
Dedicated SDR Full Time,2025-08-13,1
Digital Marketing Assistant FT Expert,2025-08-13,1
Executive Assistant Full Time,2025-08-13,1
Executive Assistant Part Time Mid,2025-08-13,1
General Virtual Assistant Full Time,2025-08-13,1
