Product,Month Start Date,Actual HC
Content Writer Full Time,2023-03,2
Content Writer PT,2023-03,2
Content Writer Part Time,2023-03,3
Customer Service FT,2023-03,10
Customer Service PT,2023-03,7
Dedicated SDR - FT,2023-03,4
Dedicated SDR - PT,2023-03,5
Dedicated SDR FT Mid,2023-03,1
Dedicated SDR Full Time,2023-03,4
Dedicated SDR Part Time,2023-03,3
Digital Marketing Assistant FT,2023-03,2
Digital Marketing Assistant FT Mid,2023-03,1
Digital Marketing Assistant PT,2023-03,11
Digital Marketing FT,2023-03,3
Digital Marketing PT,2023-03,4
E-Commerce Assistant Full Time,2023-03,5
E-Commerce Assistant Part Time,2023-03,1
Ecommerce Assistant FT,2023-03,9
Ecommerce Assistant PT,2023-03,1
Executive Assistant FT,2023-03,3
Executive Assistant Full Time,2023-03,8
Executive Assistant Full Time Expert,2023-03,3
Executive Assistant Full Time Mid,2023-03,1
Executive Assistant PT,2023-03,16
Executive Assistant Part Time,2023-03,6
GVA - FT,2023-03,43
GVA - PT,2023-03,37
General Virtual Assistant Full Time,2023-03,78
General Virtual Assistant Part Time,2023-03,26
Graphic Designer Full Time,2023-03,0
Graphic Designer PT,2023-03,1
Lead Gen Full Time,2023-03,1
Lead Generation Assistant (Full Time),2023-03,1
Lead Generation Assistant (Part Time),2023-03,3
Medical Scribe Full Time,2023-03,1
Personal Assistant Full Time,2023-03,2
Personal Assistant Part Time,2023-03,3
Real Estate FT,2023-03,1
Real Estate Full Time,2023-03,1
Real Estate PT,2023-03,1
SDR Full Time Expert,2023-03,3
SDR Full Time Mid,2023-03,1
SDR Part Time,2023-03,1
Social Media FT,2023-03,4
Social Media Full Time,2023-03,3
Social Media Full Time Mid,2023-03,2
Social Media PT,2023-03,4
Social Media Part Time,2023-03,4
US Executive Assistant FT,2023-03,1
US GVA PT,2023-03,1
US SDR PT,2023-03,1
US-Based E-Commerce Assistant PT,2023-03,1
Amazon Virtual Assistant Full Time,2023-02,0
Bilingual GVA Full Time,2023-02,2
Bookkeeper PT,2023-02,2
CSR Full Time,2023-02,10
CSR Part Time,2023-02,1
Content Writer PT,2023-02,2
Content Writer Part Time,2023-02,2
Customer Service FT,2023-02,2
Customer Service PT,2023-02,2
Dedicated SDR - FT,2023-02,4
Dedicated SDR - PT,2023-02,4
Dedicated SDR FT Mid,2023-02,1
Dedicated SDR Part Time,2023-02,2
Digital Marketing Assistant FT,2023-02,1
Digital Marketing Assistant FT Expert,2023-02,1
Digital Marketing Assistant FT Mid,2023-02,1
Digital Marketing Assistant PT,2023-02,4
Digital Marketing FT,2023-02,1
E-Commerce Assistant Full Time,2023-02,0
E-Commerce Assistant Full Time Expert,2023-02,0
Ecommerce Assistant FT,2023-02,2
Ecommerce Assistant PT,2023-02,1
Executive Assistant FT,2023-02,2
Executive Assistant Full Time,2023-02,4
Executive Assistant PT,2023-02,6
Executive Assistant Part Time,2023-02,6
GVA - FT,2023-02,16
GVA - PT,2023-02,17
General Virtual Assistant Full Time,2023-02,6
General Virtual Assistant Full Time Mid,2023-02,1
General Virtual Assistant Part Time,2023-02,7
Graphic Designer Full Time,2023-02,0
Lead Generation Assistant (Full Time),2023-02,1
Lead Generation Assistant (Part Time),2023-02,4
Personal Assistant Part Time,2023-02,2
Real Estate FT,2023-02,1
Real Estate Full Time,2023-02,3
Real Estate PT,2023-02,1
Recruitment Part Time,2023-02,0
SDR Full Time,2023-02,1
SDR Part Time,2023-02,1
Social Media FT,2023-02,3
Social Media Full Time,2023-02,0
Social Media Full Time Mid,2023-02,1
Social Media PT,2023-02,3
Social Media Part Time,2023-02,4
US GVA PT,2023-02,1
CSR Full Time,2023-01,1
Content Writer FT,2023-01,1
Content Writer PT,2023-01,1
Customer Service PT,2023-01,2
Dedicated SDR - FT,2023-01,2
Dedicated SDR - PT,2023-01,1
Dedicated SDR Full Time,2023-01,1
Dedicated SDR Part Time,2023-01,1
Digital Marketing Assistant PT,2023-01,1
Digital Marketing FT,2023-01,1
Ecommerce Assistant FT,2023-01,4
Ecommerce Assistant PT,2023-01,1
Executive Assistant FT,2023-01,1
Executive Assistant Full Time,2023-01,2
Executive Assistant PT,2023-01,4
Executive Assistant Part Time,2023-01,3
GVA - FT,2023-01,9
GVA - PT,2023-01,18
General Virtual Assistant Full Time,2023-01,2
General Virtual Assistant Part Time,2023-01,8
Graphic Designer PT,2023-01,1
Real Estate FT,2023-01,1
Real Estate Full Time,2023-01,1
Real Estate Part Time,2023-01,1
Recruitment Full Time,2023-01,1
SDR Full Time,2023-01,1
SDR Full Time Expert,2023-01,1
Social Media FT,2023-01,1
Social Media Full Time,2023-01,1
Social Media PT,2023-01,3
Social Media Part Time,2023-01,2
